0.043308645	0.092078365	0.0712965	-0.08630984	-0.03460973	-0.044054806	0.022159506	0.006287989	0.019523524	0.00089299306	-0.0032699436	0.023758596	0.041870028	-0.06887546	0.021647569	-0.09448786
0.034576066	0.06372416	-0.050916	0.021303661	0.017729212	0.029495353	0.013033541	0.009241871	-0.0044651274	-0.0042921565	-0.036328338	-0.005783492	-0.120659575	-0.05859256	-0.10956405	-0.022321317
0.04900615	-0.052572854	-0.12321303	-0.123426415	0.015400791	0.040983934	-0.015354441	0.07480703	-0.12734865	0.10229243	-0.055834774	0.044939645	0.13377093	-0.07867476	0.058431625	-0.025290366
0.028322538	0.0027546184	0.0279889	-0.14041498	0.038763244	-0.052845914	0.032454688	-0.02974598	0.009333799	-0.066655286	0.081321195	-0.009462017	0.06268694	0.06169408	0.022239167	0.00095805805
0.00779098	-0.0481137	0.04630996	0.002319323	0.019384967	0.007244944	0.09208379	0.14244786	-0.07765344	-0.038877666	-0.029462295	-0.036405176	-0.079988874	0.004702624	-0.042914283	0.025059013
0.021794919	-0.0552649	-0.12770006	-0.0888661	0.1488335	-0.08264425	-0.10940746	-0.10743299	0.0912147	-0.11511453	-0.093453795	0.038461827	0.011406872	-0.034604825	0.10074084	0.025761642
0.10445031	-0.09844271	-0.08713167	0.097247325	-0.07684838	0.04820024	-0.056738764	-0.0028516317	-0.008479693	-0.012552394	-0.091664806	0.099687554	-0.05374836	0.025361048	0.049392473	-0.024182161
0.08281676	0.018541785	0.071444325	0.020692714	-0.021101581	-0.08239642	-0.041140087	0.0036681676	0.061833404	0.05941339	-0.010309157	-0.094635956	-0.110709	-0.08204983	-0.0913856	-0.023160715
-0.042001016	0.008240009	0.020316547	0.06418363	-0.064353056	0.061706953	0.013964555	-0.023538554	0.06080777	0.01977951	0.1317174	-0.080041096	0.0059937956	0.027460085	-0.03253105	-0.116463795
-0.09759666	-0.06398801	0.019829383	0.12933119	0.060874842	0.056032907	0.099264726	0.0021968705	0.010271909	-0.08148819	0.015857397	-0.009651271	-0.017794758	-0.11936416	-0.057209134	-0.015554895
-0.08345174	-0.0350669	0.09090877	-0.03934861	0.10018937	0.17115414	0.036479563	0.011232036	0.013616726	-0.04732115	0.06877761	0.039959088	0.09256672	0.13733825	0.050148543	0.059535738
0.028397486	-0.09983091	-0.15543628	-0.093235545	-0.002341314	0.1220386	-0.031889804	0.08211283	-0.005270153	0.100321166	0.0053594084	0.07175258	-0.18013613	0.0036833996	-0.036064703	0.10842575
-0.10529103	-0.06590755	0.015229679	0.18045282	0.043525796	-0.014196278	0.00047945077	0.026811682	0.01756418	-0.06504711	-0.079273686	-0.05059912	0.007007509	-0.042623136	-0.021398805	0.028185697
-0.08189704	0.24116856	0.21672826	0.008411588	0.3085093	0.08036128	0.1889089	-0.30207497	0.30272204	-0.22768985	0.26624995	-0.32175055	0.009727745	-0.21448721	0.23288311	0.17623733
0.07683807	0.033215746	-0.04419632	-0.029010832	0.024139576	-0.015187214	-0.059119403	-0.014620599	-0.057962112	0.012280442	-0.10215546	0.052226763	-0.06739765	0.05724983	0.04546568	-0.018295072
-0.0071501485	0.036186248	0.09990291	-0.058643565	0.048960686	-0.03398801	-0.068353854	0.00013509723	0.09129107	-0.10661702	-0.012966337	-0.0052279592	0.011703432	0.024869999	0.062739275	0.00834423
0.08523583	-0.08198852	-0.038537115	0.07965203	-0.018505357	-0.0418256	-0.0045811776	0.022927647	-0.051357396	0.021569895	-0.17923677	0.08446141	-0.085239634	-0.001178327	-0.03449338	0.0564911
-0.17675622	-0.06818676	-0.07605935	0.17198503	-0.100471005	0.027771102	-0.1380933	-0.0074405903	-0.03932425	0.03595843	0.02186901	0.116449594	-0.019670814	0.06214268	0.012145876	-0.037860915
0.14842597	-0.23493928	-0.31702474	-0.23223858	-0.33554187	-0.17723252	-0.37200323	0.22800624	-0.15798977	0.30000123	-0.0914621	0.30819282	0.07914328	0.27681667	-0.15858574	-0.3116993
-0.01006246	-0.25547302	-0.18322788	-0.0370285	-0.155504	-0.27991796	-0.26363978	0.21021135	-0.12139161	0.16616207	-0.18215793	0.24065675	-0.0344985	0.2114961	-0.14063677	-0.12964797
-0.07126108	0.07691821	-0.03585432	-0.032023534	0.0999153	-0.002009589	-0.10216959	-0.046019536	0.094937846	0.10908019	0.028444178	0.013786277	-0.0263581	-0.007883886	0.062492464	-0.07024115
-0.07236547	-0.0058104475	0.013832885	0.05345092	-0.024167402	-0.008797964	-0.056141853	0.03852007	0.044758484	-0.111165516	0.092514314	-0.09368784	-0.09158919	-0.022635486	0.047680724	0.095247515
0.15989278	0.050562	0.0026698965	-0.046038065	-0.036504157	0.07245862	-0.010342593	-0.025419887	0.0050519584	0.0014571229	-0.06988215	0.039775725	0.020556865	0.103237934	0.02601757	-0.024220895
0.006329436	-0.05243069	-0.10783602	-0.12967604	0.03465572	-0.032033224	-0.07694664	0.015101028	0.007601355	0.0030587402	-0.04326177	0.12388789	0.06839612	0.085501365	-0.010729315	-0.0145791285
0.15758802	0.09771142	0.014706808	-0.058524746	-0.0808347	0.051370915	0.10072973	-0.03829965	-0.026867652	0.016856644	-0.08783234	0.041811917	0.117877714	0.077968426	-0.015834069	-0.10739807
0.07699957	-0.013330144	0.011618575	-0.08322452	-0.12356419	-0.11006845	-0.022707237	0.049687214	-0.075914696	0.1343495	-0.015200822	-0.046063766	0.07218048	0.06593476	-0.019554887	0.015548689
-0.12810259	-0.027451377	-0.044650685	0.06718775	-0.024381336	0.019112723	-0.06460167	0.116950355	-0.0030988527	-0.0020518187	-0.03484234	-0.0015343169	0.034650374	0.08767002	0.0026285783	-0.06431367
-0.07428832	-0.05788734	-0.07764003	0.17082116	0.024241086	-0.116012365	-0.05123411	0.08005649	-0.0873881	0.033673227	-0.07796957	0.09911709	-0.060017172	-0.011349432	-0.076756805	-0.101780735
0.121396385	-0.08006488	-0.07400085	-0.035496525	-0.06179271	-0.054578323	0.04271066	-0.008546574	-0.04325685	0.009680813	-0.06706397	0.045119245	-0.14699169	-0.027851075	-0.15529361	-0.027649604
-0.0010253213	-0.016655408	0.11772944	-0.07734127	0.06094721	-0.0605262	-0.028291417	-0.020662911	0.11075243	0.04213851	0.10955318	0.047211688	-0.08402479	-0.021819912	0.008717455	-0.03789785
